"sentiment__document__score","sentiment__document__label","language","entities__emotion__anger","entities__emotion__joy","entities__emotion__sadness","entities__emotion__fear","entities__emotion__disgust","entities__count","entities__sentiment__score","entities__sentiment__label","entities__text","entities__disambiguation__subtype__-","entities__relevance","entities__type","relations__score","relations__type","relations__arguments__text","relations__arguments__location__001","relations__arguments__location__002","relations__arguments__entities__text","relations__arguments__entities__type","relations__sentence","keywords__relevance","keywords__text","keywords__emotion__anger","keywords__emotion__joy","keywords__emotion__sadness","keywords__emotion__fear","keywords__emotion__disgust","keywords__sentiment__score","keywords__sentiment__label","usage__text_characters","usage__features","usage__text_units","categories__score","categories__label"
"","","","","","","","","","","","","","","","","","humans","5941","5947","humans","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.449126","residesIn","you","5981","5984","you","Person","who was also named one operates like a partner that I got some where my other thought is that humans are we running water heater take you home we incrementally eight who knows explained John hope Franklin doctrine Cutie now unloading dockside building he hunting shooters I don t know if it would hurt him people in the cars were accurate located they will determine what issuing and that s all I know that you re calling found you can t take similar shot his wad or well people receiving money dreams selling out and I m wearing pretty a big mistake how does someone deviant you re almost and what city now over could be on how to insert in Baltimore Nelson waiting arms', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","home","5985","5989","home","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.418305","partOfMany","Wario Adler","560","571","Wario Adler","Person","['HM I one one was located your emergency eleven ten thousand farm right Felton farmers what the problem is our little boy stopped breathing at least break even now yeah he thought how can I do you wonder CPR do you know how to do it I m cold and distant there is a yeah this you know I do think the author yeah call it being a group okay Howard is a shout it goes to his because they have become a medical problems because they have any kind of medical problems levels he does not know what happened before he stopped reason well I think filling some of okay Wario Adler we are at the Mayo hello', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","we","572","574","we","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.542265","agentOf","who","6013","6016","who","Person","who was also named one operates like a partner that I got some where my other thought is that humans are we running water heater take you home we incrementally eight who knows explained John hope Franklin doctrine Cutie now unloading dockside building he hunting shooters I don t know if it would hurt him people in the cars were accurate located they will determine what issuing and that s all I know that you re calling found you can t take similar shot his wad or well people receiving money dreams selling out and I m wearing pretty a big mistake how does someone deviant you re almost and what city now over could be on how to insert in Baltimore Nelson waiting arms', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","explained","6023","6032","explained","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.499685","agentOf","John","6033","6037","John","Person","who was also named one operates like a partner that I got some where my other thought is that humans are we running water heater take you home we incrementally eight who knows explained John hope Franklin doctrine Cutie now unloading dockside building he hunting shooters I don t know if it would hurt him people in the cars were accurate located they will determine what issuing and that s all I know that you re calling found you can t take similar shot his wad or well people receiving money dreams selling out and I m wearing pretty a big mistake how does someone deviant you re almost and what city now over could be on how to insert in Baltimore Nelson waiting arms', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","explained","6023","6032","explained","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.604462","partOfMany","John","6033","6037","John","Person","who was also named one operates like a partner that I got some where my other thought is that humans are we running water heater take you home we incrementally eight who knows explained John hope Franklin doctrine Cutie now unloading dockside building he hunting shooters I don t know if it would hurt him people in the cars were accurate located they will determine what issuing and that s all I know that you re calling found you can t take similar shot his wad or well people receiving money dreams selling out and I m wearing pretty a big mistake how does someone deviant you re almost and what city now over could be on how to insert in Baltimore Nelson waiting arms', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","6194","6198","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.943522","partOfMany","Franklin","6043","6051","Franklin","Person","who was also named one operates like a partner that I got some where my other thought is that humans are we running water heater take you home we incrementally eight who knows explained John hope Franklin doctrine Cutie now unloading dockside building he hunting shooters I don t know if it would hurt him people in the cars were accurate located they will determine what issuing and that s all I know that you re calling found you can t take similar shot his wad or well people receiving money dreams selling out and I m wearing pretty a big mistake how does someone deviant you re almost and what city now over could be on how to insert in Baltimore Nelson waiting arms', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","they","6194","6198","they","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.447057","locatedAt","I","6119","6120","I","Person","who was also named one operates like a partner that I got some where my other thought is that humans are we running water heater take you home we incrementally eight who knows explained John hope Franklin doctrine Cutie now unloading dockside building he hunting shooters I don t know if it would hurt him people in the cars were accurate located they will determine what issuing and that s all I know that you re calling found you can t take similar shot his wad or well people receiving money dreams selling out and I m wearing pretty a big mistake how does someone deviant you re almost and what city now over could be on how to insert in Baltimore Nelson waiting arms', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","cars","6167","6171","cars","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.377754","managerOf","him","6149","6152","him","Person","who was also named one operates like a partner that I got some where my other thought is that humans are we running water heater take you home we incrementally eight who knows explained John hope Franklin doctrine Cutie now unloading dockside building he hunting shooters I don t know if it would hurt him people in the cars were accurate located they will determine what issuing and that s all I know that you re calling found you can t take similar shot his wad or well people receiving money dreams selling out and I m wearing pretty a big mistake how does someone deviant you re almost and what city now over could be on how to insert in Baltimore Nelson waiting arms', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","people","6153","6159","people","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.549581","locatedAt","people","6153","6159","people","Person","who was also named one operates like a partner that I got some where my other thought is that humans are we running water heater take you home we incrementally eight who knows explained John hope Franklin doctrine Cutie now unloading dockside building he hunting shooters I don t know if it would hurt him people in the cars were accurate located they will determine what issuing and that s all I know that you re calling found you can t take similar shot his wad or well people receiving money dreams selling out and I m wearing pretty a big mistake how does someone deviant you re almost and what city now over could be on how to insert in Baltimore Nelson waiting arms', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","cars","6167","6171","cars","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.745033","spouseOf","his","6589","6592","his","Person","I did not only is the emergency arms armory a guy starting I think his wife who is strong with his wife he s doing what he something s wrong with his wife he doesn t speak very good English decidedly wrong yeah well yet our our Garfield would you buy a toy took off after side of the road yeah I got good results twenty till yet we should look at a car yet you are a very honest good morning you know it s a red dress what do you are you know so if you just heard the very future of the evening Judith Feder baby yeah just now in the car here in the car there are if the baby completely out here and there is', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","wife","6593","6597","wife","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.655449","spouseOf","his","6617","6620","his","Person","I did not only is the emergency arms armory a guy starting I think his wife who is strong with his wife he s doing what he something s wrong with his wife he doesn t speak very good English decidedly wrong yeah well yet our our Garfield would you buy a toy took off after side of the road yeah I got good results twenty till yet we should look at a car yet you are a very honest good morning you know it s a red dress what do you are you know so if you just heard the very future of the evening Judith Feder baby yeah just now in the car here in the car there are if the baby completely out here and there is', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","wife","6621","6625","wife","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.655449","spouseOf","his","6668","6671","his","Person","I did not only is the emergency arms armory a guy starting I think his wife who is strong with his wife he s doing what he something s wrong with his wife he doesn t speak very good English decidedly wrong yeah well yet our our Garfield would you buy a toy took off after side of the road yeah I got good results twenty till yet we should look at a car yet you are a very honest good morning you know it s a red dress what do you are you know so if you just heard the very future of the evening Judith Feder baby yeah just now in the car here in the car there are if the baby completely out here and there is', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","wife","6672","6676","wife","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.527519","parentOf","mom","632","635","mom","Person","nine one one American really my mom I don t even he gets pulled out of the car he didn for more information outfit on antibodies the address we do a part of this is what he gave me the address you got answer basically address again he promised the driest out like that you probably think I it was the one who do you want to get the paramedics started just a moment hitting on just stay on the phone with me broken and has a thirteen twenty seven south of this to drive in mesa ten ninety one comes up in the middle of the street okay but what is seen what s the name of the apartment complexes that that girl', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","my","629","631","my","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.539517","agentOf","wife","6672","6676","wife","Person","I did not only is the emergency arms armory a guy starting I think his wife who is strong with his wife he s doing what he something s wrong with his wife he doesn t speak very good English decidedly wrong yeah well yet our our Garfield would you buy a toy took off after side of the road yeah I got good results twenty till yet we should look at a car yet you are a very honest good morning you know it s a red dress what do you are you know so if you just heard the very future of the evening Judith Feder baby yeah just now in the car here in the car there are if the baby completely out here and there is', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","speak","6688","6693","speak","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.539406","partOfMany","wife","6672","6676","wife","Person","I did not only is the emergency arms armory a guy starting I think his wife who is strong with his wife he s doing what he something s wrong with his wife he doesn t speak very good English decidedly wrong yeah well yet our our Garfield would you buy a toy took off after side of the road yeah I got good results twenty till yet we should look at a car yet you are a very honest good morning you know it s a red dress what do you are you know so if you just heard the very future of the evening Judith Feder baby yeah just now in the car here in the car there are if the baby completely out here and there is', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","our","6742","6745","our","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.809186","agentOf","he","6677","6679","he","Person","I did not only is the emergency arms armory a guy starting I think his wife who is strong with his wife he s doing what he something s wrong with his wife he doesn t speak very good English decidedly wrong yeah well yet our our Garfield would you buy a toy took off after side of the road yeah I got good results twenty till yet we should look at a car yet you are a very honest good morning you know it s a red dress what do you are you know so if you just heard the very future of the evening Judith Feder baby yeah just now in the car here in the car there are if the baby completely out here and there is', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","speak","6688","6693","speak","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.571759","locatedAt","I","6816","6817","I","Person","I did not only is the emergency arms armory a guy starting I think his wife who is strong with his wife he s doing what he something s wrong with his wife he doesn t speak very good English decidedly wrong yeah well yet our our Garfield would you buy a toy took off after side of the road yeah I got good results twenty till yet we should look at a car yet you are a very honest good morning you know it s a red dress what do you are you know so if you just heard the very future of the evening Judith Feder baby yeah just now in the car here in the car there are if the baby completely out here and there is', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","car","6871","6874","car","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.736614","locatedAt","we","6851","6853","we","Person","I did not only is the emergency arms armory a guy starting I think his wife who is strong with his wife he s doing what he something s wrong with his wife he doesn t speak very good English decidedly wrong yeah well yet our our Garfield would you buy a toy took off after side of the road yeah I got good results twenty till yet we should look at a car yet you are a very honest good morning you know it s a red dress what do you are you know so if you just heard the very future of the evening Judith Feder baby yeah just now in the car here in the car there are if the baby completely out here and there is', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","car","6871","6874","car","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.478687","agentOf","fourteen","7172","7180","fourteen","Person","March eighteenth two thousand fifteen fourteen forty one thirty three one nine nine one address of the emergency full court eight well sixteen twenty one and Lawrence Corey I can t I can t understand the straight very warm for airstream place green like the color yeah but so number you re calling me from what happened who cut your own where is home now hold on one two you know has done well you know went down stairs okay who criteria does it go', 'who no one emergency what are you reporting yeah I m sorry who do you had better pay and no good luck with them and well rather when did that happen where did he go inside yeah the track we didn t know that the next attack even yeah', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","address","7222","7229","address","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.433832","agentOf","court","7252","7257","court","Organization","March eighteenth two thousand fifteen fourteen forty one thirty three one nine nine one address of the emergency full court eight well sixteen twenty one and Lawrence Corey I can t I can t understand the straight very warm for airstream place green like the color yeah but so number you re calling me from what happened who cut your own where is home now hold on one two you know has done well you know went down stairs okay who criteria does it go', 'who no one emergency what are you reporting yeah I m sorry who do you had better pay and no good luck with them and well rather when did that happen where did he go inside yeah the track we didn t know that the next attack even yeah', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","address","7222","7229","address","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.893945","agentOf","you","7417","7420","you","Person","March eighteenth two thousand fifteen fourteen forty one thirty three one nine nine one address of the emergency full court eight well sixteen twenty one and Lawrence Corey I can t I can t understand the straight very warm for airstream place green like the color yeah but so number you re calling me from what happened who cut your own where is home now hold on one two you know has done well you know went down stairs okay who criteria does it go', 'who no one emergency what are you reporting yeah I m sorry who do you had better pay and no good luck with them and well rather when did that happen where did he go inside yeah the track we didn t know that the next attack even yeah', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","calling","7424","7431","calling","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.565792","affectedBy","me","7432","7434","me","Person","March eighteenth two thousand fifteen fourteen forty one thirty three one nine nine one address of the emergency full court eight well sixteen twenty one and Lawrence Corey I can t I can t understand the straight very warm for airstream place green like the color yeah but so number you re calling me from what happened who cut your own where is home now hold on one two you know has done well you know went down stairs okay who criteria does it go', 'who no one emergency what are you reporting yeah I m sorry who do you had better pay and no good luck with them and well rather when did that happen where did he go inside yeah the track we didn t know that the next attack even yeah', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","calling","7424","7431","calling","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.917035","agentOf","you","7616","7619","you","Person","March eighteenth two thousand fifteen fourteen forty one thirty three one nine nine one address of the emergency full court eight well sixteen twenty one and Lawrence Corey I can t I can t understand the straight very warm for airstream place green like the color yeah but so number you re calling me from what happened who cut your own where is home now hold on one two you know has done well you know went down stairs okay who criteria does it go', 'who no one emergency what are you reporting yeah I m sorry who do you had better pay and no good luck with them and well rather when did that happen where did he go inside yeah the track we didn t know that the next attack even yeah', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","reporting","7620","7629","reporting","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.594334","locatedAt","he","649","651","he","Person","nine one one American really my mom I don t even he gets pulled out of the car he didn for more information outfit on antibodies the address we do a part of this is what he gave me the address you got answer basically address again he promised the driest out like that you probably think I it was the one who do you want to get the paramedics started just a moment hitting on just stay on the phone with me broken and has a thirteen twenty seven south of this to drive in mesa ten ninety one comes up in the middle of the street okay but what is seen what s the name of the apartment complexes that that girl', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","car","675","678","car","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.396581","locatedAt","he","8260","8262","he","Person","I m almost out what could it could fire up my medium you on my way located I am one ninety three mockingbird lane of what s going on there HESITATION I have a nine week old in them and he just stopped breathing down the line okay ninety greenness but how the merger the location of the American clean one ninety three mockingbird lane emerges think I have a nine week old infant in the house not breathing we called up breathing yeah her he Ellie Campbell okay phone number I believe put you out I think he won by a lively I should be able to write this book yeah I got it in your book on the way', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","house","8208","8213","house","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.864656","ownerOf","your","9153","9157","your","Person","nine one one emergency but hello picked up on it yeah I don t want to work to help bring on more quickly well you know well I think no one on the I m a court of law at all okay I look good you have to break my way yeah I I don t want to you can turn off your car you put in new co it got a lot of you can t come out again let your okay you can t put it in neutral or anything like that you can upload looking where you are I don t know I don t know coming toward him yeah well we don t coming toward him okay well why Honda', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","car","9158","9161","car","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.410735","locatedAt","you","9162","9165","you","Person","nine one one emergency but hello picked up on it yeah I don t want to work to help bring on more quickly well you know well I think no one on the I m a court of law at all okay I look good you have to break my way yeah I I don t want to you can turn off your car you put in new co it got a lot of you can t come out again let your okay you can t put it in neutral or anything like that you can upload looking where you are I don t know I don t know coming toward him yeah well we don t coming toward him okay well why Honda', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","car","9158","9161","car","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.584808","partOfMany","Daniel Larry Bird hill Aldon","9457","9485","Daniel Larry Bird hill Aldon","Person","arm hurt me in the quarter are Daniel Larry Bird hill Aldon online at him it he brother on camera plenty nine nine one one operator imported green where sure murky well here we didn t HESITATION girl Paul okay no I I pull her her her from Herbert hoelter yeah her whole particular or criminal Paul W how do you kill or her arm over what are number promote Paul', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","we","9600","9602","we","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.620736","partOfMany","brother","9506","9513","brother","Person","arm hurt me in the quarter are Daniel Larry Bird hill Aldon online at him it he brother on camera plenty nine nine one one operator imported green where sure murky well here we didn t HESITATION girl Paul okay no I I pull her her her from Herbert hoelter yeah her whole particular or criminal Paul W how do you kill or her arm over what are number promote Paul', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","we","9600","9602","we","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.819493","partOfMany","operator","9549","9557","operator","Person","arm hurt me in the quarter are Daniel Larry Bird hill Aldon online at him it he brother on camera plenty nine nine one one operator imported green where sure murky well here we didn t HESITATION girl Paul okay no I I pull her her her from Herbert hoelter yeah her whole particular or criminal Paul W how do you kill or her arm over what are number promote Paul', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","we","9600","9602","we","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.58766","agentOf","you","9733","9736","you","Person","arm hurt me in the quarter are Daniel Larry Bird hill Aldon online at him it he brother on camera plenty nine nine one one operator imported green where sure murky well here we didn t HESITATION girl Paul okay no I I pull her her her from Herbert hoelter yeah her whole particular or criminal Paul W how do you kill or her arm over what are number promote Paul', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","kill","9737","9741","kill","EventViolence","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.76424","locatedAt","you","10223","10226","you","Person","earlier on I was hooked where the windows control of interest so you can t love boat lord Robert St journal okay if anybody had cared or workgroup theory you can t have a breakdown or n t made okay whose NPY twenty one he does anything Milton Berle okay did he has I don t know I think you people are okay what your brother s name Carl Miller okay where is he I don t there you know okay so what made you cry lady do our partnership will go up to my mom agreement because my brother has the most during the call them so so okay', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","boat","10238","10242","boat","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.620176","locatedAt","lord","10243","10247","lord","Person","earlier on I was hooked where the windows control of interest so you can t love boat lord Robert St journal okay if anybody had cared or workgroup theory you can t have a breakdown or n t made okay whose NPY twenty one he does anything Milton Berle okay did he has I don t know I think you people are okay what your brother s name Carl Miller okay where is he I don t there you know okay so what made you cry lady do our partnership will go up to my mom agreement because my brother has the most during the call them so so okay', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","boat","10238","10242","boat","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.239836","managerOf","you","10444","10447","you","Person","earlier on I was hooked where the windows control of interest so you can t love boat lord Robert St journal okay if anybody had cared or workgroup theory you can t have a breakdown or n t made okay whose NPY twenty one he does anything Milton Berle okay did he has I don t know I think you people are okay what your brother s name Carl Miller okay where is he I don t there you know okay so what made you cry lady do our partnership will go up to my mom agreement because my brother has the most during the call them so so okay', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","people","10448","10454","people","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.513874","locatedAt","he","679","681","he","Person","nine one one American really my mom I don t even he gets pulled out of the car he didn for more information outfit on antibodies the address we do a part of this is what he gave me the address you got answer basically address again he promised the driest out like that you probably think I it was the one who do you want to get the paramedics started just a moment hitting on just stay on the phone with me broken and has a thirteen twenty seven south of this to drive in mesa ten ninety one comes up in the middle of the street okay but what is seen what s the name of the apartment complexes that that girl', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","car","675","678","car","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.486365","siblingOf","your","10469","10473","your","Person","earlier on I was hooked where the windows control of interest so you can t love boat lord Robert St journal okay if anybody had cared or workgroup theory you can t have a breakdown or n t made okay whose NPY twenty one he does anything Milton Berle okay did he has I don t know I think you people are okay what your brother s name Carl Miller okay where is he I don t there you know okay so what made you cry lady do our partnership will go up to my mom agreement because my brother has the most during the call them so so okay', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","brother","10474","10481","brother","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.504918","partOfMany","brother","10633","10640","brother","Person","earlier on I was hooked where the windows control of interest so you can t love boat lord Robert St journal okay if anybody had cared or workgroup theory you can t have a breakdown or n t made okay whose NPY twenty one he does anything Milton Berle okay did he has I don t know I think you people are okay what your brother s name Carl Miller okay where is he I don t there you know okay so what made you cry lady do our partnership will go up to my mom agreement because my brother has the most during the call them so so okay', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","them","10670","10674","them","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.811334","locatedAt","I","10733","10734","I","Person","Barrymore is here and I m I don t like what I had the car so I can look at industry without checking all the crowd who was shy of wedding bleeding close Louboutin by talking Sharky that s true because I can you know I would never in doubt okay continued on as she waited in the ground leann okay you can wind back into yeah I heard the Oscars rainn all my diet it okay but you know nobody', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","car","10743","10746","car","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.493608","locatedAt","I","10750","10751","I","Person","Barrymore is here and I m I don t like what I had the car so I can look at industry without checking all the crowd who was shy of wedding bleeding close Louboutin by talking Sharky that s true because I can you know I would never in doubt okay continued on as she waited in the ground leann okay you can wind back into yeah I heard the Oscars rainn all my diet it okay but you know nobody', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","car","10743","10746","car","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.505773","partOfMany","crowd","10798","10803","crowd","Person","Barrymore is here and I m I don t like what I had the car so I can look at industry without checking all the crowd who was shy of wedding bleeding close Louboutin by talking Sharky that s true because I can you know I would never in doubt okay continued on as she waited in the ground leann okay you can wind back into yeah I heard the Oscars rainn all my diet it okay but you know nobody', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","who","10804","10807","who","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.656104","awardedTo","Oscars","11025","11031","Oscars","EntertainmentAward","Barrymore is here and I m I don t like what I had the car so I can look at industry without checking all the crowd who was shy of wedding bleeding close Louboutin by talking Sharky that s true because I can you know I would never in doubt okay continued on as she waited in the ground leann okay you can wind back into yeah I heard the Oscars rainn all my diet it okay but you know nobody', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","I","11013","11014","I","Person","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.456606","locatedAt","you","11418","11421","you","Person","yeah I think I think are that they but when somebody number but really love about going up for America one I am working now but I don t know why that is not right helper how long mycnn couldn t help it I hope the ugly okay nine yeah about it why don t know but if you re like me but yeah okay concurrently I think what yeah I think that you are at home I think the what became a combat help what you can', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","home","11429","11433","home","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.287307","residesIn","I","11434","11435","I","Person","yeah I think I think are that they but when somebody number but really love about going up for America one I am working now but I don t know why that is not right helper how long mycnn couldn t help it I hope the ugly okay nine yeah about it why don t know but if you re like me but yeah okay concurrently I think what yeah I think that you are at home I think the what became a combat help what you can', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","home","11429","11433","home","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.605367","ownerOf","my","11622","11624","my","Person","Saturday may thirty first two thousand fourteen the time ten thirty one I want to get a quick fire loading it was going to break into my home bundled up but not on the top of its value it broke a window and I m home alone fourteen you don t know but I don t know what you do not eat I don t know thing here Bob got working up I think I thought I put in my lower back okay little did he break oh one in the back here he tried opening the door I thought that s what I heard of anyone column just the usual mail but I think top that all I can really get bad analogy acted toward the description I don t', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","home","11625","11629","home","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.302368","residesIn","Bob","11795","11798","Bob","Person","Saturday may thirty first two thousand fourteen the time ten thirty one I want to get a quick fire loading it was going to break into my home bundled up but not on the top of its value it broke a window and I m home alone fourteen you don t know but I don t know what you do not eat I don t know thing here Bob got working up I think I thought I put in my lower back okay little did he break oh one in the back here he tried opening the door I thought that s what I heard of anyone column just the usual mail but I think top that all I can really get bad analogy acted toward the description I don t', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","here","11790","11794","here","GeopoliticalEntity","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.951851","agentOf","he","832","834","he","Person","nine one one American really my mom I don t even he gets pulled out of the car he didn for more information outfit on antibodies the address we do a part of this is what he gave me the address you got answer basically address again he promised the driest out like that you probably think I it was the one who do you want to get the paramedics started just a moment hitting on just stay on the phone with me broken and has a thirteen twenty seven south of this to drive in mesa ten ninety one comes up in the middle of the street okay but what is seen what s the name of the apartment complexes that that girl', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","promised","835","843","promised","EventCommunication","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.622847","locatedAt","you","12372","12375","you","Person","and can t and I won t let theatrically America think that they re out there palm we require earlier and better poor they want they away from all there you go mildly Buhner go file within that you play and could call my long one that he came back and it is I don t know he left her you know clip name put on the front door and down the car and make it and but he may be trying to get in and we polled the moment the war or peace yeah I think they have on the door I m a little about your law right in the back sort of the front door listen to metal but don t hold forget the second fund it might go to your way okay mainly through', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","car","12426","12429","car","Vehicle","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.469133","residesIn","victim","12961","12967","victim","Person","I don t want what s emergency yeah HESITATION my name is Andrew contrast KMC over chief financial credit union headquartered in Berlin for cash and I just received a call for few minutes ago from one of our VP s who state that him her a victim of a home invasion overnight HESITATION that his mom Cluett resides with them is strapped to a bomb is close at hand anything strikingly convey Karen are a branch into Britain HESITATION because it took one of perpetrators is gonna be accompanied him to clear up cash and I know will resume not to believe that what he s saying her how he feels okay where does he live he lives in Bristol okay I m in need the branch into a new brand HESITATION Becky waited', '","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","home","12973","12977","home","Facility","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","0.529343","affectedBy","home","12973","12977","home","Facility","I don t want what s emergency yeah HESITATION my name is Andrew contrast KMC over chief financial credit union headquartered in Berlin for cash and I just received a call for few minutes ago from one of our VP s who state that him her a victim of a home invasion overnight HESITATION that his mom Cluett resides with them is strapped to a bomb is close at hand anything strikingly convey Karen are a branch into Britain HESITATION because it took one of perpetrators is gonna be accompanied him to clear up cash and I know will resume not to believe that what he s saying her how he feels okay where does he live he lives in Bristol okay I m in need the branch into a new brand HESITATION Becky waited', '","","","","","","","","","","","","","",""
